review_body,stars_number,course_stage,user_name,last_update
It should not be designed as a separate course. Should be included along with R Programming. The course content is very short - an introduction to git   github and installing R   R studio which you can learn by seeing some documentation and that wont take time.,4,Completed,Student,2 years  6 months ago
This course is a great kick-off for the Data Science specialisation and getting to know the available tools that will safe lots of time for many upcoming data scientists.,10,Completed,Michael Devereux,2 years  6 months ago
My first Coursera course and I'm not impressed compared with courses I've taken on edX. The sound volume of the lectures is too low. Content is really thin for 4 weeks. Worst of all  I had a bug (couldn't see a screenshot) while doing the required evaluation of another student's work and no help...the flag button led to an oops page and then lands on some general FAQ. All for $29? Moving on the 15.071x The Analytics Edge instead of continuing here.,2,Completed,Priscila Guimarães,2 years  7 months ago
"So this was the second course I did after having completed Andrew Ng's Machine Learning course and wanted to go down a bit more into the rabbit hole....this is the first course of the ""Data Science"" path for John Hopkins and I would think of it as just a very gentle introduction to Github - which allows people to work on a project  collaborate with others and have a very precise version timeline on the project  which frankly people doing shared excel or powerpoints could learn a lot from.  The course is quite easy but don't stop there - this is just the tip!",6,Completed,Jerry Jacobs,2 years  9 months ago
I liked the course and learnt much.  I understand that some people thinks that this course was unnecessary but I think it depends on your level of knowledge. When I took it I was finishing my first year in University and it was my first contact with GitHub.  I do believe that what probably was responsable for this bad impression was week 1. They would only speak about the other courses offered in this specialization  which is not really fair  I mean  they should provide this information for free  and not inside one specific course.  To end up my review  I think it's necessary to point that this course is not useless  however it should not be obligatory in the specialization because i don't think a graduate could take much from it.,7,Completed,Jackie Werner,3 years  1 month ago
Not everyone who enrolls in Data Science courses is an experienced data person. Many are trying this for the first time  and quite a few are people who are a little uneasy with English. The git and gitHub applications are command-line oriented  as is R  RStudio is not exactly intuitive either. This course needs to be required for most of the 10 to 20 thousand newbies who enroll for the first time. If you are confident  take the R programming course at the same time.    Learning computer applications and languages is largely a matter of banging one's head until it works. I was a programmer for about 35 years and cried over new software frequently. I started on IBM and Univac mainframes and was there for the great PC revolution  including Linux.    So I am going to do CTA for this course in April. I hope to help newbies become familiar with the material  and to give them confidence to proceed.,6,Completed,Rohit Kshirsagar,2 years  10 months ago
This really shouldn't be a course. All you do is review the different tools that are out there for doing data science work  while not actually learning any thing about data science. Really easy class if you are just looking to put a nice buzz word on your linkedin profile. This is just an intro for the rest of the classes they offer on their data scientist track.,2,Completed,Anna Desiatnik,3 years ago
There is absolutely no point to taking this course unless you're going for the Data Scientist Specialization - the only content is installing R and R Studio.,1,Taking Now,Jeff Winchell,3 years  2 months ago
To be filled in later,6,Taking Now,Hamideh Iraj,3 years  3 months ago
I expected to learn some basic data science tools  I think I would like to have it deeper discussed and presented.,7,Completed,Mbwana Samatta,3 years  6 months ago
This was perhaps the easiest MOOC I've ever taken and I learned almost nothing from it. But since it was the prerequisite of all the other 8 MOOCs in Johns Hopkins Data Scientist series  I felt obliged to take it.,4,Completed,Duncan Murray,3 years ago
"I generally agree with Greg. It is a very light weight course : an absolute beginner guide to R .Having passed ""computing for data analysis"" and ""data analysis"" on coursera   I already knew almost all the material and completed all in less than two or three hours. I think the mission of this course is to assimilate students who want to take other courses such as R Programming. Before the data science specialization announcement  computing for data analysis (Now R Programming) was the course for beginners and many were complaining that it was not easy. I think this course plus Getting and Cleaning Data acts as a warm-up to make R Programming easier. To wrap up  Although being easy I consider the course necessary for the entire specialization program. But it does not worth 50 dollars.",6,Completed,Pascal Labbe,3 years  10 months ago
"As much as the MOOC revolution has redefined the way courses can be structured  this one is but a shameless dash for cash. With its 2 weeks tops of lectures (first week does not count being essentially an advert for the ""Specialization"") it can hardly be called a course. I do understand it may be intimidating to ""install a programming language"" for the first time  or to use github  but it can and should be covered in a short text instruction with maximum two accompanying videos. Just as it was in ""Molecular evolution course"". These materials could have easily been merged into ""R programming"" course. Glad I haven't paid for it.",2,Completed,T. A.,3 years  8 months ago
"Seeing people in the Data Science stream will have already done R programming (which covers the installation of R - Studio)  then the bulk of this course is a couple of lectures with the final ""Assignment"" writing a one line MD file  then clicking ""Fork"" on github. That is a terrible excuse to charge people for this course  when the content should be part of another sections introduction.",4,Completed,Marcelo Soares,3 years  9 months ago
Ridiculous! The only reason to take the course is that it is mandatory to get the data science track certificate. It is a how-to install git  github  R and RStudio. That's all. It is scandalous to pay for that. However the R language course that follow in the track is not so bad.,1,Completed,Tamás Nagy,3 years  9 months ago
The other reviewers' criticisms are valid. It's short  easy  and you can argue its volume of content doesn't amount to a whole course. EXCEPT... I had known about git and github for years and had never used either. Same thing with markdown. The benefit of this course to me was forcing me to use these things  which I didn't appreciate until I had tried them. I found this course much more useful in retrospect  now that I have moved on to subsequent Data Science courses where some of these tools make the course much easier to navigate. As for the minimal volume of time  I suppose for an absolute beginner to R it is a baby step toward digging in to the later courses. I might suggest to the JH profs they include this as a free course and not require it as part of the specialization.,4,Completed,Erin K,3 years  8 months ago
"It's an introductory course  not challenging at all. I completed it in one week - unsurprising  for it comprises little more than the first week of ""Data Analysis""  the course Leek gave before.",4,Completed,Richard Taylor,3 years  9 months ago
I have completed the updated version recently. It is a good introduction to Hadoop distributed computing system useful for big data processing. The course is quite short but also concentrated. There are only four lessons but the installation  implementation and programming that one has to do for the assignments take much more hours. One of the most valuable features of the course I found the opportunity to download and install Cloudera Distribution of Hadoop on a virtual machine (also included) on my computer and see Hadoop in action. All the programing in done in Python and command line.,10,Completed,Tomas Kazemekas,3 years  10 months ago
Good course for the first intro  very basic Needed more focus on developing mappers and reducers  moreover resources (purchases.txt) not available without vm.  language presentation examples were all good,6,Completed,Khaled Abolaynain,10 months ago
I really struggle with this course for its shallow approach of the material presented. The way things are clarified is like the instructors are reading from a textbook  not getting deep into what is meant by such information. Quizzes are really confusing and many of them not based on what is in the video so you have to guess to get the right answer.  Hope you improve and add to this course in the future!,2,Dropped,C Meez,1 year  7 months ago
I expected to have a full understanding of Hadoop and Mapreduce functions and how/when to use them.  I have a better  but still only partial understanding of the material I had hoped to master in this course.  Lesson 4 needs to be have better supporting material   to clarify what is being taught.    I would also improve the assistance given to students. Although Udacity advertizes a high level of assistance and tutoring for students  I received very little assistance and nothing I would even close to tutoring during the course.  ** it should be noted that this course was not free for me. I was paying $199 for the course. So I may have expected more assistance than would be expected from a free course.,4,Taking Now,Doug,3 years  2 months ago
"This was a well-done course but  unfortunately  very  very short. It's a good way to just get a very brief taste of Hadoop  MapReduce  and Cloudera. There are a couple hours of videos total and a couple of interesting labs that might take another few hours total. The material was professionally presented and fun to go through  but I was really hoping for a lot more content. In fact  it makes a good teaser class for someone that would have the opportunity to pay for a few thousand dollars for a class from Coursera. I hope other Coursera classes in the Data Science track have more content or the new ""for pay"" certificates won't have much value.",6,Completed,Greg Hamel,4 years ago
A short intro to Hadoop and MapReduce. Similar to the design of everyday things course  the course was so short that I did not feel motivated to do the fairly involved final project.,6,Completed,Gabriel Candal,4 years ago
If you know programming (no need to be an expert  not even close) and don't know what MapReduce is  this is a nice place to start. If seen as a brief introduction to MR  to the point where you can write your own solutions to simple problems  it fulfills its role. Nevertheless  it won't make you an expert and it's fairly easy to complete (an afternoon is enough). No free certificate.,6,Completed,Haley,4 years ago
I'm a computer science student and worked briefly with MapReduce (MR) a few semesters back. Overall  the course was very brief and pretty easy (doable in less than a week). As advertised by the name of the course  the class is a good introduction to what MR is but nothing more. It's very light on material. After you do the exercises  you'll have a pretty good idea of how to use MR.,9,Completed,Alex Parij,4 years ago
A basic intro to Hadoop. For what it is just an intro  it's ok. Everything is very organized and that's why it took little time to go over the material and to the exercises. Kudos to the team.,8,Completed,Juanli Shen,4 years ago
I had a lot of curiosity about the theory and application of GEOINT (or Geospatial Intelligence)  and this course have given me a wonderful hint. As other courses of the same university  it is very well organized and with a high quality of video lectures and a very good instructor. The final project is quite interesting  it allows you to put in practice all of principles and tools learned during the course. I onlymiss more assingments and practical cases... to be a GEOINT analyst more than just once.,8,Completed,Ramiro Aznar,2 years  11 months ago
The course is a mixture of lectures from 10 different instructors of varying quality depending on the lecture/topic. For example  I recommend you skip the big data architecture part of this. Normally I give high provider score for Coursera MOOCs  but this is not like any Coursera MOOC I've ever taken. There are no graded assessments of any kind. This is more like a YouTube channel than a MOOC. There are maybe a dozen to 2 dozen messages on the discussions forums since they were opened a half year ago (i.e. they are dead). I'm just starting this course  so I will update this review as I learn more. However  my gut tells me to wait until they revise this course (supposedly in the Spring) to be more like a normal MOOC.,5,Taking Now,Jeff Winchell,2 years  11 months ago
"This course is quite outdated. I didn't learn much beyond what I already knew before I started. The Spark courses from edX are way better than these. Hopefully ""Big Data Analysis with Scala and Spark"" from the ""École Polytechnique Fédérale de Lausanne"" (also from Coursera) is good (I know their Scala courses  which are taught by Martin Odersky  are quite good).    There are very few quizzes between lectures and the assignments are not very challenging.    Many of the videos  specially the ones at the end were extremely rushed over. They serve more as a review if you know the subject  otherwise I don't think most people will get much from them.    The audio isn't very good for most of the lectures  many having an very annoying chirping sound (from when you leave an old flip phone near a computer... ""teh-teh-teh teh-teh-teh teh-teh-teh teh-tehhhhhh...."". Gosh  I haven't heard this sound in maybe over five years...).    The Kaggle competition at the end of the course can be fun if you do the hard work  but you don't need to put much of an effort to pass. I know that the submissions I peer reviewed were quite poor  but the grading criteria that we need to follow as reviewers is quite vague and not very thorough. You also run the risk of getting a lesser grade than you deserve because your reviewer is incompetent  which is a bummer... At the moment the course has very few people taking it (the same people I peer reviewed  also reviewed me  which leads to me to believe that maybe only 3 or 4 people were taking this course during the November 2016 iteration).",2,Completed,Student,1 year  1 month ago
I was originally excited to get a decent  introduction to text retrieval methods in order to apply them in my current career  but this course falls very short of properly educating people on this subject and I would recommend skipping it.      Here is a step-step review of it.    1 - The lectures  The lectures and lecturer are actually decent  they introduce the concepts in a fairly clear way and cover a lot of good ground.  I do not have an issue with the way this is presented in lecture.    2 - The assignments (poor quality)  In this course there are quizzes and programming assignments  and the programming assignments are optional.  This is not good  because programming assignments are how you learn.  The programming assignments that do exist are of very poor quality.      The first assignment is a step by step set of instructions to use a text retrieval toolkit (meta-toolkit.org) to do simple things  it doesn't make you program - only follow directions so there's little critical thinking involved.  Secondly  it uses a very niche C++ NLP tool the instructor's grad student created called MeTA.  It is not widely used and therefore the support & knowledgebase surrounding it is mostly non-existant and nobody representing the course answers the course forum  so if things go wrong  it is hard to find an answer as to why.  Thirdly  currently the assignment files have not been updated in a long time  and they do not work correctly with the current version of MeTA (2.30) and thus you cannot complete the assignment without spending a lot of hours figuring out how to update the data provided YOURSELF to work correctly with the current version of MeTA.  So the course's assignments are hard to complete due to negligence on the instructor's part.    The second assignment is better  but also has recommendations out of date with the current version of MeTA.    Overall I'd say this course suffers from 3 main things that make it not worth taking  - It has you use a tool used by almost nobody created by the instructor's grad student that has zero support instead of better many supported tools out there.  - Instructors & Course Representatives have clearly neglected the content & it doesn't work correctly forcing the student to fix the instructor's errors in the assignment content.  - The programming challenges don't make you think too much  thus not giving you a very good hands on intro to the subject matter.    There are better courses that teach this subject out there  and I'd recommend you skip this one in favor of one that uses better supported tools and better teaches hands on learning.,2,Taking Now,Mike Turner,1 year  3 months ago
I'm encouraging more programming assignments dealing with NLP  and a bit smaller focus on C++ and more R/Py support. It was a fun experience  and I hope that the theoretical approach will slowly turn into a combination of theory and practice.,8,Completed,Kristina Šekrst,2 years  4 months ago
This course has good content but the way the content is presented is just terrible. The instructor doesn't care about making the concepts simple he just mumbles around formulas and papers without examples. As any student and instructor knows complex subjects can be explained if you create simple examples to show how things work in practice this course doesn't care about that.  I also disliked the programming assignment that uses a very strange platform and asks the students to complete very simple tasks without any interesting goal.  I liked the topics a lot and I disliked how they were presented even more.,4,Completed,Richard Taylor,2 years  7 months ago
Text Retrieval and Search Engines is the second course in Coursera's new data mining specialization offered by the University of Illinois at Urbana-Champaign. The course covers a variety of topics in text data mining and natural language processing including text retrieval  query ranking and evaluation methods  methods and the basics of recommender systems. Grading is based entirely on 4 weekly quizzes comprised of 10 multiple choice questions. You only get 1 attempt on the quizzes.    The weekly content in Text Retrieval and Search Engines consists of around 10 video lectures that range from 5 to 20 minutes followed by a short 10 question quiz. If that sounds like a lot of lecture per question  it is  and there are no in-lecture quizzes to reinforce concepts as you go along. The lectures themselves are definitely a step up from the first course in the specialization  Pattern Discovery in Data Mining. The professor isn't hard to understand this time around and he explains concepts well enough to grasp them without having to re-watch videos. As with many of Coursera's other 4-week specializations  however  lectures sometimes turn into information dumps where the professor ends up reading off slides. The course does have a C++ programming assignment which was nice to see.    Text Retrieval and Search Engines is a decent course that is worth a look if you are interested in text data mining and search engines. Although the lectures lackluster  they have some good information. If you're planning on getting a verified certificate  it is a good idea to try the practice quizzes before submitting the real one.    I give this course 2.75 out of 5 stars: Fair.,6,Completed,Greg Hamel,2 years  9 months ago
I expected to learn the concepts and applications of process mining. All of this was delivered.    Like:  \- course material content AND presentation was excellent - the videos were extremely good - one of the best I have seen so far on coursera  \- Tool Support - The tools were easy to install and easy to use - no programming required!  \- Hands-on Exercises were included - so one could actually create models from logs  analyze the models and became familiar with the functionality of 2 Process Mining tools. Focus was on process discovery  performance analysis  conformance checking    What I missed:  \- hands-on excercises for extraction of event-logs (notice: this might be a boring task but is extremely important) - usually the majority of time in data mining projects is spent on getting  understanding  filtering  cleansing data  \- hands-on exercises for more advanced topics (prediction  recommendation) / operative support settings  \- combination of RapidMiner / ProM  While having said what I missed - it is clear that these things could or should be added in another subsequent course.,9,Completed,Student,3 years  1 month ago
Process Mining gave me insights into an area of Data Science  which I think is largely neglected - 'Process Optimization'. In general  there is too much focus on data without an understanding of the underlying process that generates the data. This course provides the foundation to treat 'Process' at the same level of 'Data' when it comes to Data Science. I thoroughly enjoyed the lectures and assignments. Professor was great and inspirational. I felt that on the topic of Process Discovery there was a bit too much theory than necessary. All in all  a great course for a well rounded Data Scientist.,8,Completed,Karthikeyan Sankaran,2 years  1 month ago
I was a bit late with this course  and it seemed boring  but it got my attention when I tried the tool quiz. Then I went over all the lectures again  and tried to see the applications of the theoretical models. There was a lot of Petrie net stuff going on  so if you're looking for practice mostly  this won't be fun. However  I did enjoy real-life examples  but sometimes I was a bit lost in the quizzes with all the complicated networks. Nevertheless  I always recommend this course to everyone who wants to learn about a bit neglected discipline  and I'm strongly recommending it to learn awesome new tools. The instructor was nice  and the TA Joos pretty much single-handedly answered every possible doubt in the forums  and I was hugely impressed by that. The course also features the Process Mining group on LinkedIn  and that's a nice way to stay in touch. All in all  a recommendation  but with a caveat if you're expecting more practice rather than theory.,8,Completed,Kristina Šekrst,2 years  4 months ago
I just finished the last week of this course and I find very difficult to write a review about this course  it has a lot of positive and negative things at the same time. I'll try to sum up the pluses and minuses I found:      Positive things:    \- Extremely well prepared material  lots of examples  clear explanations  top-quality video and audio. Top-notch.  \- Fantastic instructor. Clear  precise and always right  the concepts are delivered in a perfect way.  \- Excellent response time in the forums and support to the students.  \- Very well prepared quizzes with many questions to make you learn the materials and apply the concepts to the questions.      Negative things:  \- The course is too long  too many topics  too many videos  it could have been split in 2  3 or even 4 smaller courses.  \- Peer Assignment: it is too long  the dataset is totally boring and uninteresting and it only counts for the distinction certificate.  \- The tools being used: Prom and Disco. Disco is a commercial tool and Prom has many flaws and bugs.  \- Lectures are too long  too many videos per week and the pace is too slow. (It is ok at 1.5x video speed)      I started this course with a lot of energy and liked its start very much  my interest quickly waned to the point of wanting to drop the course badly. The course fails to deliver a real world case to apply the tools being used for something interesting  something fun  something worth it. The peer assignment was a huge letdown as I was expecting a fun application of the topics learned and instead found a longer tool-quiz where you have to use Disco and Prom to process yet another boring and uninteresting dataset.    My conclusion is that process-mining is a very interesting field where very cool algorithms can be applied but in the end the work is boring and tedious and the tools that we have available today are not fun to use and full of bugs. It's a good course so long and so detailed that you will learn to love or hate the topic unfortunately for me it was the second.        I can give this course 1 star and 5 stars at the same time. You be the judge.,5,Completed,Richard Taylor,3 years  1 month ago
Nice course  quite easy. You will have to create your own online survey  have your friends fill it and write a report on it.,7,Completed,Maike,4 years  1 month ago
The course was simply a theoretical overwiew of some basic techniques used in data visualization. The only practical experience was given in the two homeworks  which mostly required to rely on previous or self-taught knowledge and experience. Lectures were mostly long and boring dictations of the transparencies  and were of little use for the two practical homeworks. Overall I would say there is very little to learn in the course  and these few things are better learnt elsewhere.,4,Dropped,Dario Bertero,2 years  3 months ago
I thought this class would be boring  but it was a bit of a rest we all needed after the previous programming-buffed courses in the Data Mining specialization. However  I did manage to learn some new stuff and concepts. I would like to recommend to make this class perhaps a bit longer  and to introduce people into d3 coding  since the vast majority of the capstone examples and tasks evolved around creating nice visualizations of the mining tasks.,8,Completed,Kristina Šekrst,2 years  4 months ago
It was an introductory course on data visualization.The professor focused on concepts of visualization rather than using tools. It was generally a nice course  well designed and well structured. I got some ideas for visualizing my research dataset. The only drawback was that it was too theoretic. Adding more challenge and fun will make the course better.,8,Completed,Hamideh Iraj,2 years  4 months ago
It was dissapointed with this MOOC. In my opinion  it has too much theory. The only two assignments were not very challenging  it wold have been better to use just one dataset for the whole course and maybe one or two tools (such as Tableau). A final project and more quizzes (because there were too many lectures) also were needed. To summarize  the course was OK but it needs improvement.,4,Completed,Ramiro Aznar,2 years  5 months ago
Data Visualization is the fifth and final course in the data mining specialization offered by John Hopkins University on Coursera. The 4-week course provides a high-level overview of data visualization  covering topics like human visual perception  basic plotting constructs and design principles  visualizing networks and visualizing databases. The course doesn’t have any particular prerequisites  but knowing how to make plots with some software package or programming language will be helpful for the assignments. Grading is based on two quizzes and two peer-graded visualization projects.    The lecture content in Data Visualization is better than the lectures of the previous courses in the data mining specialization. The instructor is easy to understand and there isn’t as much dense technical content to absorb. On the downside  since the course focuses on high-level concepts  you won’t learn how to actually construct your own visualizations. It’s up to you to pick out software and figure out how to make visualizations with it. It would have been preferable for the entire data science specialization to pick a programming language and stick with it throughout to pair concepts with specific implementations and exercises.    Data Visualization is a nice introduction to visualization at a high level  but the lack of low-level technical instruction and exercises limits its practical usefulness  especially for students who don’t already know how to create their own visualizations. The course is relatively smooth end to what is otherwise a rocky specialization  but since the content has no real connection to the other courses in the data mining track  you could take it as a standalone course.    I give Data Visualization 3 out of 5 stars: Fair.,6,Completed,Greg Hamel,2 years  6 months ago
Social and economic networks is an introductory network theory and analysis course geared toward learners who have are comfortable with basic statistics  probability and linear algebra. You don't need to know anything about social networks ahead of time to take this course  but having basic familiarity with networks will help things go a bit smoother. The course has 7 weeks of lecture content covering network basics  measures of centrality  network formation models and diffusion  learning and games on networks. You'll also be introduced to Gephi  a software tool for network visualization and analysis. The 8th week is reserved for a final exam.      Social and economic networks provides all the raw information you need to get a solid grounding in network theory and analysis  but the presentation style is impersonal so the content is not particularly engaging. The professor is knowledgeable and appears on screen while explaining lecture slides  but he shows little emotion. While the lectures can get a bit intimidating with equation after equation  the homework exercises and final exam are easier than the lectures might suggest. You get 2 attempts on each chapter quiz and 1 attempt on the final  a score of 70%  or more is required for a certificate and 90% or more will earn you a certificate with distinction.        All in all  social and economic networks is worthwhile course if you are interested in social networks and aren't intimidated by a bit of math  but I wouldn't take it for fun. If you want to take a course on the same subject that is less mathy consider Coursera's Networked Life from UPenn.,7,Completed,Greg Hamel,3 years  2 months ago
This is a very nice intermediate/advanced course on Social Networks.  It discusses several topics that are usually not mentioned in other courses and the instructor is one of the most important figures in the area.  There are some examples of applications of the topics seen.  I would have liked some programming assignment or hands-on application to use the concepts and idea for some specific goal to make them least abstract.  This is highly recommended to anyone interested in Social Networks and networks or graph theory in general.,8,Completed,Richard Taylor,3 years  2 months ago
Excellent PhD level tour de force of network analysis blending theory  analysis  and practical problems. The optional companion text is a encyclopedic literature review crossing multiple disciplines such as game theory  risk and meme contagion  social groupings in high schools and tribal villages. Genuinely caring instructor and fantastically clear presentations.,10,Completed,leonard mangini,3 years  8 months ago
Great course  covering advanced topics in the field. Use of free software allows one to further get hands on experience. Rather mathematically focused. Only suggestion would be more application.,9,Completed,Njål Andersen,3 years  9 months ago
"I began my MOOCaholicism with his Game Theory class a year ago. The professor is clearly competent (further proof is found on his impressive curriculum vitae). I am beginning to wish I had not wasted my time in the Social Network Analysis class and just taken this class instead. While the professor's style is modest despite his impressive credentials  this also has the effect that he is not emotional enough  exciting enough to help students who aren't totally into the subject already. Minor item: Some of the explanations"" in the in- video quizzes are not really explanations. They are just regurgitations of the question. When you get something wrong  the professor should know at least some common reasons why you might choose a particular wrong answer and pointing that out and why it is wrong is more educational rather than a simple. ""You are wrong"" type explanation. In many Coursera classes  there is not even a button ""Explanation"" given in the in-video quizzes. It is preferable not to have this button  than to give useless explanations.",8,Completed,Jeff Winchell,3 years ago
The course is an advanced one. You should have quite good training in working with mathematical models  it's virtually a PhD level class - it's very scientific and research oriented. I barely find motivation to continue  since it's not very inspiring and engaging. Though some concepts are definitely useful for me.,7,Taking Now,Grigory Reznichenko,4 years ago
Cluster Analysis in Data Mining is third course in Coursera's new data mining specialization offered by the University of Illinois Urbana-Champaign. The course is a 4-week overview of data clustering: unsupervised learning methods that attempt to group data into clusters of related or similar observations. The course covers two most common clustering methods--K means and hierarchical clustering--as well as more than a dozen other clustering algorithms. Grading is based on 4 weekly quizzes with 3 attempts each.      Cluster Analysis is taught by Professor Jiawei Han who was the instructor for the first course in the data mining specialization: Pattern Discovery in Data Mining. The quality of the slides  instruction and organization of materials in this course is slightly better than the pattern discovery course  but that isn't saying much: it is still below Coursera's usual high standards. The course rushes from one topic to another with instruction that is mediocre at best downright confusing at its worst. That's not to say you can't learn anything from this course  but the instruction is often more of a hindrance than a help. There are occasional in-lecture quizzes  but the graded quizzes largely fail to foster any understanding of the material. An optional programming assignment was added half way through the course  in a course about data mining  programming assignments should be front and center  not added as an afterthought to quell an outcry from students.      Cluster Analysis in Data Mining is another disappointing entry in Coursera's data mining specialization. Although the course covers many different clustering methods  poor instruction makes it hard to gain a good understanding of the material unless you are extremely attentive or watch the videos several times.      I give Cluster Analysis in Data Mining 2 out of 5 stars: Poor.,4,Completed,Greg Hamel,2 years  7 months ago
I liked the way I was able to learn more about the newest trends in clustering algorithms  but there was too much theory  and too little practice. However  it was a fun experience  but I hope in the second iteration that the ratio of the programming assignments and the theoretical descriptions of various algorithms and papers will be equal.,8,Completed,Kristina Šekrst,2 years  4 months ago
This course is my first MOOC in machine learning that goes beyond introductory level and explores clustering algorithms in 4 weeks. This is generally a low-quality course. The syllabus is interesting technically but spiritless due to the lack of context and use cases to give a meaning to algorithms. The lectures are deadly boring. The instructor obviously lacks teaching and communication skills and most of the time he is reading from the slides.   This course helps you to know only the titles of available clustering algorithms . You will not learn any of them. It only warms you up to study the subjects later.  I am taking this course just to get an idea about clustering algorithms and self-study in demand. It is worth spending about two hours a week for watching each week videos and doing the quizzes in one our or so. This is the first run of the course and it has many ways to improve.,6,Completed,Hamideh Iraj,2 years  7 months ago
This is a good course on Clustering algorithms. The instructor covers a lot of topics and provides good examples to understand the most important algorithms.  I liked the detailed and numerous examples that were explained through the course.  It is not a perfect course as real-life applications of clustering are missing and the programming assignment doesn't make any sense but overall I liked the content and how it was presented.,8,Completed,Richard Taylor,2 years  7 months ago
Sorry that 1 star is as low as it goes.  In reality  I'd give it probably .5 or less.      Overall  the course was a VERY targeted complex statistics class  where the professor would do 1-2 examples during his video lecture  and then nothing else.  NO readings  no practice problems  nothing besides the quiz  which was completely different than the actual examples.  In addition  there was very little Excel.  We received Excel workbooks pre-populated that could help us solve the problems in the quizzes  but the video instruction did not actually show you how to do this...the professor solved all the problems by hand  thus there was little to no knowledge transfer on how to actually use Excel.  Finally  the single TA for the entire class was absent from the discussion board for weeks at a time.  Questions literally aged for 5-10 days before being answered.      Total waste of time and money.  I'm glad this site exists  as Coursera does not have reviews for classes on its site.  Buyer beware!!,2,Completed,Student,2 years  2 months ago
Terrible. Very hastedly-prepared. Reflects badly on Accenture. Nothing technical  advanced  or even meaningful knowledge or skills taught in the course. The entire course seems like to promote Accenture projects. Basically paying to see advertisements.,2,Completed,Student,2 years  1 month ago
"This class is full of good information and has a lot of potential to be even better. The lecture component in particular is very good. Prof Kutz is excellent at quickly and clearly explaining concepts and tries hard to be entertaining (often successfully!). The major weaknesses of the class are the frequent errata in the programming assignment graders and a complete absence of any staff attention. The assignment errata are particularly frustrating because your program gets three attempts at a pass/fail evaluation based on a single numeric output  accurate to  for example  5 decimal places. If you get a ""fail""  then you have very little information to go on. Is there a subtle error in your program  or was the answer key created using bad rounding  etc.? It is frequently enough the latter to where you are never quite sure where the problem lies. Fortunately  generations of prior students have catalogued most of the errata on the wiki  which is a fantastic help once you discover it. But it's unfortunate that these errors have persisted so long and that the course seems to be running on autopilot  with the staff oblivious to issues that could have been fixed by now. The University of Washington does advertise a paid version of the same class where you have access to course staff  additional materials and some form of certification for completing the course  but given the current state of the free version  I'm skeptical that it would be worth spending the money on. Regardless  I'm grateful that the class exists and think it's worth signing up for if you want to learn the material. Just be prepared for some frustration!",6,Completed,Gregory Bush,4 years  5 months ago
No offense to Prof. Kutz  but the course is terrible. The lectures are long- winded considering how little information he gets out in each lecture. Too many jokes designed to ingratiate himself with the students  and not very many examples. The quizzes and homework problems are inane and do not attempt to convey any insight to the students. That's not to mention that there is missing information or mistakes and unclear language in many of the problems in the first place. I doubt that someone can learn computing from this course. I spent one day doing the first week and I value my days too much to waste another one on the second week.,2,Completed,Philip Schiff,3 years  5 months ago
The lectures were quite good  but overall I found the written materials too sparse. The lecture notes are good  but need to be expanded with more examples. I found the quizzes were too terse - not enough explanation of the question for me. The only assistance is from a forum  but the lack of actual assigned TA's like I've had at paid online classes means that you can't really post/ask detailed questions about quizzes or homework  showing your work  without jeopardizing the post being deleted for academic violation. This is a major drawback to a free class  and one of the reasons I dropped the class. I'd rather pay and get some assistance when I get stuck on a question  so I can move forward. The pre-reqs listed were Linear Algebra  but the course focuses mainly on ODEs and PDEs  - I have much more exposure to the former  which meant I had to review ODE's quickly the first week. The course had problems with many browsers - Google Chrome seemed to be the only choice. I came into the course as a software engineer already with Matlab experience. I believe we all need to get away from the Fortran-ish naming conventions still used in scientific programing - single letters for variables. We should name variables with longer names to help the poor soul who picks up our code a year later and tries to fix it or enhance it. It would be great if teacher's and book writers using matlab would start to move towards more modern styles. I dropped the course as it was taking me more time than I had. I think one needs to have ODE PDE in their back pocket prior to starting this course  and the lack of TAs kept me stuck a few times.,6,Dropped,Rick,5 years ago
"This course goes through the whole basics of scientific computing  starting with ODE  PDE (wave equation  diffusion equation  etc.)  various methods for solving Ax=b  then FFT  Chebychev transform  and finally finite element method. The professor highly recommends getting MATLAB and in the lecture  uses some functions that are not available in Octave. The lecture videos (except for brief opening videos for each week) were from the recordings of his actual course at U of W and about 20-30% are devoted to hands-on demo of MATLAB sessions. (After watching all the lectures  I feel like getting MATLAB is not a bad idea because its IDE is much better than Octave  which essentially has no IDE. It seems Coursera ""students"" are eligible to purchase a student version.) Professor Kutz is a very humorous guy  making funny remarks all the time  and I have never got bored. His approach to scientific computing is not to devise all the tools by yourself but to take advantage of whatever available to you and concentrate on solving problems. He not only covered the basic theories but also gave practical advice in using various tools and methods. Thanks to him  I did not lose sight of the big picture without being buried in formulae and algorithms. Like other U of W courses  this course does not offer certificate. The assignments were in MATLAB (or Octave)  most of which I just skipped.",8,Completed,Sai,5 years  1 month ago
I needed to build my statistics background from scratch. I took this course among several other courses in Statistics and data science. The good things are: \- I like the direct link between the concepts and the applications. Also the concepts aren't advanced  but it truly gave me a very different understanding of statistics in general. On the bad things: \- I really wished the course to be more deeper in the different concepts of statistics. \- The slides are really messy  can't be used for reading or as a reference.,7,Completed,Omar Samir,3 years  7 months ago
